,sentence,field,form_subj,lemma_subj,form_verb,lemma_verb,form_obj,lemma_obj,clean
1288,"Principer Utifrån perspektivet av artificiella neuron och artificiella neurala nätverk, kan Hebbs teori användas för att beskriva hur man ska förändra viktningen mellan modell och neuron.",прятать,man,man,förändra,förändra,viktningen,viktning,True
1289,"Produktion Serien producerades av ett bolag som tidigare hetat AP Films, men som bytte namn till Century 21 Productions strax innan Thunderbirds började sändas.",прятать,som,som,bytte,byta,namn,namn,True
1290,"Produktion Serien producerades av ett bolag som tidigare hetat AP Films, men som bytte namn till Century 21 Productions strax innan Thunderbirds började sändas.",прятать,productions,production,bytte,byta,namn,namn,True
1291,"Programmet bytte även stavning till TV4Nyheterna, vilket även Vädret och Sporten gjorde.",прятать,programmet,program,bytte,byta,stavning,stavning,True
1292,Programmet har en lång historia och utvecklades först för Mac OS för att sedan anpassas för Mac OS X. För både Mac OS och Mac OS X har programmet anpassats när Apple bytte processorer i datorerna.,прятать,apple,apple,bytte,byta,processorer,processor,True
1293,"Provet går till som så att man droppar ninhydrin i lösningen, och om denna byter färg till lila, då finns det fria aminosyror.",прятать,denna,denna,byter,byta,färg,färg,True
1294,"PSDR bytte dock senare fot och ingick, i valet 2000, i den segrande koalitionen Socialdemokratiska pelaren tillsammans med bland annat PDSR.",прятать,psdr,psdr,bytte,byta,fot,fo,True
1295,Publicistisk verksamhet 1971 började Alternativ stad ge ut tidningen Almbladet som några år senare bytte namn till Klara Papper.,прятать,år,år,bytte,byta,namn,namn,True
1296,Racingklassen var till 1996 känd som Indycar (CART PPG IndyCar World Series) då den bytte namn till CART (CART FedEx Championship Series).,прятать,den,den,bytte,byta,namn,namn,True
1297,Rasen fick även byta namn till Leutstetten efter det nya stuteriet.,прятать,rasen,ras,byta,byta,namn,namn,True
1298,Rättigheterna till Targets produkter överfördes till dotterbolaget Target Interactive som bytte namn till Paradox Entertainment http://www.mobygames.com/company/paradox-interactive-ab (med bl.a. några av Targets grundare).,прятать,som,som,bytte,byta,namn,namn,True
1299,Rebellin bytte nationalitet till argentinare under några månader 2004.,прятать,rebellin,rebellin,bytte,byta,nationalitet,nationalitet,True
1300,"Redan den 1 juli 1605 bytte han emellertid bort Görväln till Svante Bielke mot åtta gårdar i Österby i Vallby socken, Uppland.",прятать,han,han,bytte,byta,görväln,görväln,True
1301,"Redan påföljande år bytte han förlag till Le Lombard och tidningen Tintin, där han fick möjlighet att verka som både tecknare och manusförfattare.",прятать,han,han,bytte,byta,förlag,förlag,True
1302,Redan två veckor senare (December 25) byter klubben namn till Royal Arsenal och heter idag Arsenal F.C. Okänt datum * De svenska socialdemokraterna erövrar majoriteten i Fackföreningarnas centralkommitté.,прятать,veckor,vecka,byter,byta,namn,namn,True
1303,"Regementet bytte 1963 namn till Skaraborgs regemente, och fick 1974 beteckningen P 4/Fo 35 efter att det slogs samman med Skaraborgs försvarsområde (Fo 35).",прятать,regementet,regement,bytte,byta,namn,namn,True
1304,Reglerar apoteksmarknaden TLV ansvarar för reglerna för hur apoteken byter dyrare läkemedel till de med samma verksamma innehåll men med lägst pris; det generiska utbytet.,прятать,apoteken,apotek,byter,byta,läkemedel,läkemedel,True
1305,Renoveringen Under efterkrigstiden minskade byggnadens popularitet och renoveringar under 1960-talet förändrade byggnadens utseende.,прятать,talet,tale,förändrade,förändra,utseende,utseende,True
1306,"Resultatet blir att månarna byter omloppsbana med varandra och börjar röra sig bort från varandra igen eftersom den främre månen nu har fått den lägsta, och därmed snabbaste, omloppsbanan.",прятать,månarna,måne,byter,byta,omloppsbana,omloppsban,True
1307,Resultatet blir att objektet i förgrunden förblir lika stort i bild samtidigt som bakgrunden ändrar storlek och tycks på så sätt komma närmare eller längre från förgrunden.,прятать,bakgrunden,bakgrund,ändrar,ändra,storlek,storlek,True
1308,Riksdagsinträdet och vidare 1987 bytte partiet namn till Kristdemokratiska Samhällspartiet (KdS).,прятать,partiet,parti,bytte,byta,namn,namn,True
1309,Riksrådets förändrade karaktär och uppgifter ändrade även dess ställning till riksdagen.,прятать,karaktär,karaktär,ändrade,ändra,ställning,ställning,True
1310,"Roadracing-VM 2014 bytte Nakagami stall till Idemitsu Honda Team Asia, som använde motorcyklar från Kalex.",прятать,roadracing,roadracing,bytte,byta,stall,stall,True
1311,Roboten ändrar därefter sin kurs för att genskjuta målet.,прятать,roboten,robot,ändrar,ändra,kurs,kurs,True
1312,Rotebro IS bytte då namn till det nuvarande namnet Rotebro IS Fotbollsförening.,прятать,rotebro,rotebro,bytte,byta,namn,namn,True
1313,Rotebro IS bytte då namn till det nuvarande namnet Rotebro IS Fotbollsförening.,прятать,fotbollsförening,fotbollsförening,bytte,byta,namn,namn,True
1314,Rottecknet kan föregås av ett rotindex (n i ) som ändrar värde beroende på värdet av exponenten vars bas man vill finna.,прятать,som,som,ändrar,ändra,värde,värde,True
1315,RS AWS bytte namn till bara RS.,прятать,aws,aws,bytte,byta,namn,namn,True
1316,Rundqvist byter ansvarsområde och blir ansvarig för utvecklings- och Europafrågor.,прятать,rundqvist,rundqvist,byter,byta,ansvarsområde,ansvarsområde,True
1317,"Runt 1730 hade han ändrat uppfattning och menade istället att högre kunskap inte är något man kan förvärva, den består istället helt och hållet av ingivelser.",прятать,han,han,ändrat,ändra,uppfattning,uppfattning,True
1318,"Runt sekelskiftet 2000, efter att företaget AC än en gång bytt ägare, dök en helt ny version upp, kallad AC Mk V, nu med inslag av kolfiber i en plastkaross.",прятать,ac,ac,bytt,byta,ägare,äga,True
1319,"Ruvande hona Under de sista ruvningsdagarna har som genomsnittlig uppehållstid på äggen fastställts 26 minuter, som växlar med en i genomsnitt tio minuter lång period utanför häckningshålet.",прятать,som,som,växlar,växla,period,period,True
1320,"Så jag behövde ändra mitt sound och utforska min artistiska mångsidighet.""",прятать,jag,jag,ändra,ändra,sound,sound,True
1321,Sakristian repareras och man ändrar belysningen i kyrkan.,прятать,man,man,ändrar,ändra,belysningen,belysning,True
1322,Säkten Gren har senare ändrat namnet till Green.,прятать,gren,gren,ändrat,ändra,namnet,namn,True
1323,Samma år byter även Disneyland Records namn till Walt Disney Records.,прятать,år,år,byter,byta,namn,namn,True
1324,Samma år byter även Disneyland Records namn till Walt Disney Records.,прятать,disneyland,disneyland,byter,byta,namn,namn,True
1325,Samma år bytte han till sig Österbottens regemente och tog till slut avsked 1772.,прятать,han,han,bytte,byta,år,år,True
1326,Samma år bytte hon namn till Maya Deren.,прятать,hon,hon,bytte,byta,namn,namn,True
1327,"Samma år skapade Rowland, Alesha Dixon och Pixie Lott T-shirts för River Island vars syfte var att förändra utsatta ungas liv.",прятать,syfte,syfte,förändra,förändra,liv,liv,True
1328,"Samma säsongen lade klubben Hemgårdspojkarna ner sin bordtennissektion, och många ungdomar bytte klubb till IFK Gävle.",прятать,ungdomar,ungdom,bytte,byta,klubb,klubb,True
1329,"Samtidigt ändrade man namnet från Herrljunga Bryggeri till Herrljunga Cider AB, som använts tidigare.",прятать,man,man,ändrade,ändra,namnet,namn,True
1330,Samtidigt ändrades namnet på Wike fjord till Älvsborgsfjorden.,прятать,namnet,namn,ändrades,ändra,fjord,fjord,True
1331,Samtidigt byter skolan på Norrtullsgatan namn till Cybergymnasiet Odenplan Söder.,прятать,skolan,skola,byter,byta,namn,namn,True
1332,Samtidigt bytte både priset och stiftelsen namn från Premios Príncipe de Asturias respektive Fundación Príncipe de Asturias till de nuvarande namnen.,прятать,priset,pris,bytte,byta,namn,namn,True
1333,"Samtidigt bytte förbundet sin lösen till ”Med Kristus, I kyrkan, Till tjänst.",прятать,förbundet,förbund,bytte,byta,lösen,lösen,True
1334,Samtidigt genomförs ett antal förändringar genom att ett stort antal kanaler byter plats.,прятать,kanaler,kanaler,byter,byta,plats,plats,True
1335,Samtidigt krävs att de byter ut VD:n och styrelsen.,прятать,de,de,byter,byta,vd,vd,True
1336,Samtidigt med nyhetsflytten bytte SVT också grafisk profil.,прятать,svt,svt,bytte,byta,profil,profil,True
1337,"Samtidigt som han tog Whites efternamn, ändrade han ordningen på förnamnen.",прятать,han,han,ändrade,ändra,ordningen,ordning,True
1338,Samtidigt var det dock han som såg till att göra Beatles mer salongsfähiga då han bytte deras läderjackor och något oborstade beteende mot den mer välklädda och välartade grupp som eftervärlden kommit att känna till.,прятать,han,han,bytte,byta,läderjackor,läderjacka,True
1339,Sången Mammy som framfördes i filmen förändrade filmmediet helt och hållet och innebar slutet på stumfilmstiden.,прятать,mammy,mammy,förändrade,förändra,filmmediet,filmmedium,True
1340,"Särartsfeminister däremot vill förändra värderingen av denna verklighet, vilka arbeten som anses ha hög status, vilka uppgifter som klassas som värdefulla och vad som i själva verket ska definieras som makt.",прятать,särartsfeminister,särartsfeminist,förändra,förändra,värderingen,värdering,True
1341,Särskilt Venus och Jorden har en aktiv geologi där vulkanutbrott och jordbävningar ständigt förändrar planetens yta.,прятать,vulkanutbrott,vulkanutbrott,förändrar,förändra,yta,yta,True
1342,Så småningom ändrade hon sig dock och gifte sig med honom.,прятать,hon,hon,ändrade,ändra,sig,sig,True
1343,Så småningom bytte orkestern namn till RUM:s blåsarsymfoniker.,прятать,orkestern,orkester,bytte,byta,namn,namn,True
1344,"Så småningom öppnade även restaurangen Ståhlbrands, som sedermera bytte namn till Kattegatt.",прятать,som,som,bytte,byta,namn,namn,True
1345,Säsongen 2010/2011 bytte Berglund klubb till Piteå HC i Division 1 där han gjorde 40 poäng (21+19) på 37 matcher.,прятать,säsongen,säsong,bytte,byta,klubb,klubb,True
1346,Säsongen 2011 bytte Nicki till Vargarna och körde där till 2013.,прятать,2011,2011,bytte,byta,nicki,nicki,True
1347,Säsongen 2016 bytte han stall till AGR Team och motorcykel till Kalex.,прятать,han,han,bytte,byta,stall,stall,True
1348,"Scandi Line byter namn till Color Scandi Line, men från årsskiftet 2001 blir det Color Line alltsammans.",прятать,line,line,byter,byta,namn,namn,True
1349,Schapers kommando opererade i området kring Płock (som bytte namn till Schröttersburg) och hans överordnade var Gestapo-chefen i Ciechanów (som bytte namn till Zichenau).,прятать,som,som,bytte,byta,namn,namn,True
1350,Schapers kommando opererade i området kring Płock (som bytte namn till Schröttersburg) och hans överordnade var Gestapo-chefen i Ciechanów (som bytte namn till Zichenau).,прятать,som,som,bytte,byta,namn,namn,True
1351,"Schindlerjuden Sol Urbach menade att Schindler från den tidpunkten ""ändrade sin uppfattning om nazisterna"".",прятать,schindler,schindla,ändrade,ändra,uppfattning,uppfattning,True
1352,Schüller har kommenterat att en kyrka inte är något man lämnar på samma sätt som man byter arbetsgivare eller lämnar en förening.,прятать,man,man,byter,byta,arbetsgivare,arbetsgivare,True
1353,"Schumacher vann fem titlar under perioden, vilket visade att Marlboro tagit rätt beslut när man bytte huvudstall i F1. 2007 fick bara Marlboro synas under tre lopp men trots det är avtalet mer värt än tidigare.",прятать,man,man,bytte,byta,huvudstall,huvudstall,True
1354,Scotophilus kuhlii och kanske även andra arter byter pälsfärg under årets lopp.,прятать,kuhlii,kuhlii,byter,byta,pälsfärg,pälsfärg,True
1355,Sedan ändrar han sitt utseende och lämnar staden.,прятать,han,han,ändrar,ändra,utseende,utseende,True
1356,"Sedan byter hjälmen ägare från Azur, till intendenten, till Kalle och slutligen till advokaten som alla själva vill bli herre över Nordamerika.",прятать,hjälmen,hjälm,byter,byta,ägare,äg,True
1357,Sedan dess åker varje år fyra klubbar ur och fyra går upp från de två lägre divisionerna. 2007/08 bytte divisionen namn till Conference Premier.,прятать,divisionen,division,bytte,byta,namn,namn,True
1358,Sedan han blev professor ändrade hans forskning delvis inriktning och har framförallt handlat om höns och domesticeringens effekter på beteendet.,прятать,forskning,forskning,ändrade,ändra,inriktning,inriktning,True
